4222842 ,4611679 ,4438586 ,4546786 ,3544548 ,2647963 ,2278218 ,2293446 ,1995036 ,1512900 ,1243071 ,993395 ,773967 ,577862 ,357675 ,223076 ,,,,,
4107110 ,4626835 ,4382084 ,4604018 ,3743774 ,2727306 ,2355958 ,2310640 ,2069345 ,1583123 ,1261600 ,1047164 ,793066 ,596346 ,378315 ,223042 ,,,,,
4025181 ,4584686 ,4395448 ,4587525 ,3936519 ,2862241 ,2446500 ,2300125 ,2132768 ,1659875 ,1289291 ,1097369 ,811766 ,608411 ,405381 ,221813 ,,,,,
4033727 ,4458426 ,4458622 ,4519689 ,4093407 ,3072797 ,2525214 ,2279565 ,2178570 ,1756088 ,1324926 ,1130835 ,835876 ,623957 ,425995 ,227859 ,,,,,
4075892 ,4316638 ,4532506 ,4411934 ,4264325 ,3299851 ,2595896 ,2269264 ,2226462 ,1851271 ,1376616 ,1144240 ,860174 ,640668 ,441394 ,235639 ,,,,,
4112359 ,4168352 ,4605889 ,4331102 ,4370369 ,3499449 ,2682293 ,2298095 ,2274207 ,1928379 ,1444187 ,1159080 ,893176 ,658652 ,459713 ,254134 ,,,,,
4119715 ,4056805 ,4624448 ,4304820 ,4393485 ,3713565 ,2787668 ,2369242 ,2289040 ,2001786 ,1517874 ,1181647 ,935774 ,674263 ,475169 ,270403 ,,,,,
4013144 ,3990530 ,4588086 ,4339154 ,4347506 ,3917373 ,2937236 ,2462888 ,2276724 ,2066471 ,1600217 ,1215411 ,977601 ,690739 ,489218 ,288285 ,,,,,
3845533 ,3967667 ,4491342 ,4407777 ,4274337 ,4097891 ,3089272 ,2552192 ,2262901 ,2119340 ,1686760 ,1258578 ,1010305 ,712208 ,506353 ,308108 ,,,,,
3664739 ,4017250 ,4347844 ,4481930 ,4245645 ,4206166 ,3344633 ,2564329 ,2259794 ,2166942 ,1772028 ,1306470 ,1035168 ,739370 ,517741 ,317362 ,,,,,
3469862 ,4083227 ,4193288 ,4549972 ,4207912 ,4291592 ,3529362 ,2647684 ,2282293 ,2211518 ,1852866 ,1369732 ,1055954 ,774362 ,535655 ,328409 ,,,,,
3330753 ,4109267 ,4047425 ,4581350 ,4177568 ,4346783 ,3756309 ,2703254 ,2337657 ,2230327 ,1927566 ,1441506 ,1079622 ,816658 ,553867 ,341072 ,,,,,
3277842 ,4021803 ,3961486 ,4550521 ,4208326 ,4342301 ,3966001 ,2805972 ,2419171 ,2219245 ,1994986 ,1516598 ,1111801 ,866053 ,570640 ,353200 ,,,,,
3203203 ,3843481 ,3926908 ,4442014 ,4342407 ,4326749 ,4134702 ,3042329 ,2477748 ,2166709 ,2021714 ,1589504 ,1156731 ,900851 ,598852 ,393129 ,,,,,
3238866 ,3644652 ,3975202 ,4297041 ,4429021 ,4264005 ,4259036 ,3273671 ,2545795 ,2155466 ,2066185 ,1674389 ,1205934 ,919104 ,619032 ,411385 ,,,,,
3316174 ,3440905 ,4034347 ,4138758 ,4504498 ,4216818 ,4345014 ,3489073 ,2608361 ,2180285 ,2111226 ,1749203 ,1267444 ,938875 ,649470 ,425260 ,,,,,
3403133 ,3281101 ,4050294 ,3996579 ,4531297 ,4203646 ,4376728 ,3712065 ,2676856 ,2246633 ,2126067 ,1820265 ,1332971 ,965304 ,690656 ,432880 ,,,,,
3483283 ,3191664 ,3978499 ,3909674 ,4491139 ,4237069 ,4353044 ,3924912 ,2796727 ,2335451 ,2111389 ,1881895 ,1404302 ,1002718 ,733184 ,441816 ,,,,,
3545704 ,3166753 ,3824371 ,3896948 ,4391626 ,4300710 ,4296721 ,4092051 ,2995391 ,2418904 ,2090711 ,1927926 ,1488523 ,1048214 ,766793 ,459426 ,,,,,
3559073 ,3188482 ,3655722 ,3953516 ,4247453 ,4344493 ,4257500 ,4204082 ,3217477 ,2478292 ,2074866 ,1961234 ,1587609 ,1100172 ,788665 ,484221 ,,,,,
3524075 ,3269997 ,3439030 ,4031766 ,4077566 ,4424219 ,4212189 ,4312799 ,3405223 ,2553587 ,2103395 ,2011322 ,1659101 ,1164709 ,813599 ,509498 ,,,,,
3452808 ,3367330 ,3271379 ,4060624 ,3938084 ,4441047 ,4162297 ,4357948 ,3625438 ,2613214 ,2173953 ,2029040 ,1724288 ,1229902 ,842637 ,540375 ,,,,,
3349173 ,3459152 ,3164569 ,3999155 ,3853441 ,4418353 ,4181625 ,4324945 ,3860167 ,2716095 ,2270251 ,2016474 ,1779701 ,1298093 ,881165 ,576492 ,,,,,
3259783 ,3521464 ,3129982 ,3842432 ,3854382 ,4352913 ,4247992 ,4273079 ,4020438 ,2921443 ,2365862 ,2006389 ,1817056 ,1381212 ,922213 ,608084 ,310114 ,128397 ,37139 ,,
3153947 ,3532434 ,3167355 ,3615162 ,3931993 ,4214919 ,4325405 ,4233183 ,4151889 ,3158891 ,2424947 ,2009135 ,1859732 ,1465719 ,968119 ,631895 ,327811 ,135964 ,40348 ,,
3012197 ,3492692 ,3242433 ,3402998 ,3994175 ,4050359 ,4401539 ,4187313 ,4264208 ,3354027 ,2498737 ,2039711 ,1909715 ,1533176 ,1032474 ,657383 ,351850 ,143953 ,43874 ,,
2861217 ,3413891 ,3330682 ,3246275 ,4007272 ,3929667 ,4436071 ,4164548 ,4317062 ,3576907 ,2567149 ,2104791 ,1935661 ,1594318 ,1099247 ,683904 ,380112 ,152446 ,47787 ,,
2716762 ,3319000 ,3410172 ,3157487 ,3915209 ,3855332 ,4407015 ,4189412 ,4302971 ,3794120 ,2680863 ,2190885 ,1934213 ,1642588 ,1168737 ,718707 ,411028 ,161444 ,52130 ,,
2544812 ,3233543 ,3462832 ,3136467 ,3742647 ,3844022 ,4301047 ,4233364 ,4248386 ,3960378 ,2867873 ,2269552 ,1926512 ,1682510 ,1246224 ,761684 ,435722 ,171037 ,56982 ,,
2382249 ,3130311 ,3476266 ,3157145 ,3576063 ,3907118 ,4171690 ,4311745 ,4202195 ,4100432 ,3084656 ,2347626 ,1932083 ,1738617 ,1319976 ,814654 ,457856 ,187750 ,57347 ,15007 ,1160 
2309066 ,2979490 ,3436051 ,3232058 ,3402271 ,3970843 ,4030396 ,4377819 ,4155407 ,4204775 ,3292227 ,2419786 ,1959949 ,1801603 ,1381293 ,877306 ,481135 ,208039 ,61580 ,15224 ,1334 
2308228 ,2815741 ,3364760 ,3326887 ,3273628 ,3993665 ,3914589 ,4412996 ,4156479 ,4276348 ,3519749 ,2505826 ,2027647 ,1846385 ,1439103 ,945391 ,509620 ,229707 ,65350 ,15036 ,1563 
2281871 ,2667364 ,3282830 ,3413699 ,3216290 ,3930458 ,3847527 ,4364642 ,4185069 ,4286478 ,3717308 ,2618657 ,2114010 ,1854949 ,1497413 ,1016771 ,546399 ,252006 ,71319 ,15169 ,1809 
2281552 ,2495540 ,3198282 ,3467179 ,3209527 ,3791971 ,3866366 ,4261935 ,4240445 ,4266781 ,3885145 ,2791172 ,2201981 ,1846544 ,1558024 ,1087310 ,590174 ,272082 ,80350 ,16024 ,1982 
2324805 ,2338746 ,3107361 ,3468479 ,3274808 ,3641329 ,3945133 ,4144145 ,4307333 ,4225324 ,4054485 ,3010845 ,2280657 ,1846259 ,1621758 ,1147237 ,638874 ,291064 ,90595 ,18064 ,2139 
2320899 ,2284516 ,2953648 ,3423691 ,3345246 ,3473754 ,4003589 ,4006932 ,4365418 ,4166688 ,4179603 ,3237368 ,2353414 ,1873558 ,1684737 ,1201931 ,693903 ,311458 ,101701 ,20001 ,2386 
2288905 ,2293076 ,2788137 ,3350420 ,3424433 ,3349972 ,4015974 ,3886993 ,4383208 ,4148349 ,4252572 ,3465651 ,2434277 ,1934701 ,1723652 ,1257102 ,750583 ,333959 ,113127 ,21862 ,2716 
2290591 ,2266044 ,2642349 ,3264482 ,3489975 ,3284644 ,3949186 ,3829465 ,4337823 ,4176603 ,4274677 ,3674546 ,2558011 ,2026187 ,1729106 ,1314319 ,805837 ,359164 ,124041 ,23887 ,3018 
2296916 ,2266859 ,2475819 ,3175320 ,3525734 ,3279000 ,3807021 ,3846466 ,4239971 ,4225823 ,4255812 ,3857441 ,2740743 ,2121186 ,1721079 ,1371183 ,859318 ,387911 ,133620 ,26498 ,3325 
2267613 ,2312382 ,2319133 ,3082273 ,3521424 ,3322211 ,3627952 ,3906120 ,4113393 ,4286586 ,4204814 ,4018497 ,2955507 ,2201574 ,1725354 ,1431032 ,908083 ,421146 ,142805 ,29823 ,3683 
2267185 ,2308235 ,2264843 ,2929041 ,3476612 ,3393911 ,3461129 ,3963200 ,3976792 ,4344621 ,4147568 ,4144601 ,3180077 ,2274215 ,1754043 ,1488969 ,952568 ,458440 ,153003 ,33430 ,4036 
2264967 ,2276134 ,2272860 ,2764367 ,3402688 ,3474333 ,3338042 ,3974859 ,3857489 ,4362679 ,4130624 ,4218986 ,3406693 ,2355185 ,1814679 ,1525609 ,998071 ,496577 ,164442 ,37031 ,4375 
2261915 ,2277541 ,2245446 ,2619495 ,3315693 ,3540684 ,3273265 ,3908259 ,3800155 ,4317940 ,4160200 ,4242934 ,3614636 ,2478129 ,1903223 ,1532294 ,1045826 ,533459 ,177411 ,40451 ,4750 
2259138 ,2283561 ,2245733 ,2453985 ,3225253 ,3576589 ,3268009 ,3767155 ,3816794 ,4221025 ,4210652 ,4226171 ,3797334 ,2658332 ,1994716 ,1527129 ,1093911 ,569139 ,192182 ,43437 ,5250 
2254525 ,2254207 ,2290484 ,2297955 ,3130924 ,3571824 ,3311354 ,3589618 ,3875877 ,4095577 ,4272548 ,4177551 ,3958904 ,2869650 ,2072990 ,1534245 ,1144626 ,602092 ,209175 ,46372 ,5891 
2248140 ,2253561 ,2285937 ,2243680 ,2976339 ,3526063 ,3382867 ,3424257 ,3932559 ,3960135 ,4331667 ,4122816 ,4086134 ,3090731 ,2144708 ,1564425 ,1193963 ,632877 ,228345 ,49749 ,6561 
2242852 ,2251144 ,2253640 ,2251228 ,2809720 ,3450794 ,3462742 ,3302184 ,3944260 ,3841772 ,4350740 ,4108007 ,4161958 ,3313666 ,2224667 ,1622936 ,1225602 ,664737 ,247697 ,53603 ,7219 
2238477 ,2247902 ,2254624 ,2223343 ,2662279 ,3362264 ,3528346 ,3237874 ,3878390 ,3785145 ,4307277 ,4139595 ,4188172 ,3519018 ,2345066 ,1705814 ,1232950 ,698945 ,266246 ,58023 ,7829 
2234269 ,2244944 ,2260246 ,2223106 ,2493719 ,3270273 ,3563535 ,3232498 ,3738518 ,3802153 ,4211785 ,4191937 ,4174305 ,3700474 ,2519936 ,1790553 ,1230879 ,733656 ,284221 ,62983 ,8373 
2224965 ,2240172 ,2230786 ,2267190 ,2334945 ,3174379 ,3558242 ,3275226 ,3562387 ,3861485 ,4087798 ,4255572 ,4129055 ,3861747 ,2724186 ,1863955 ,1240613 ,770534 ,301146 ,68793 ,8964 
2209265 ,2233651 ,2229786 ,2262362 ,2279406 ,3017321 ,3512189 ,3345821 ,3398278 ,3918513 ,3953701 ,4316178 ,4077660 ,3989423 ,2937829 ,1932676 ,1271111 ,806595 ,317417 ,75286 ,9646 
2189951 ,2228229 ,2227049 ,2229780 ,2286331 ,2847959 ,3436852 ,3424723 ,3277144 ,3930846 ,3836661 ,4336951 ,4065961 ,4067026 ,3153663 ,2010037 ,1324808 ,830353 ,334772 ,81837 ,10441 
2165750 ,2223718 ,2223499 ,2230353 ,2258322 ,2698078 ,3348472 ,3489571 ,3213347 ,3865859 ,3781149 ,4295318 ,4100199 ,4096002 ,3353234 ,2124943 ,1397002 ,836709 ,353470 ,87978 ,11332 
2135698 ,2219377 ,2220255 ,2235732 ,2258648 ,2527197 ,3256807 ,3524378 ,3208039 ,3726926 ,3799074 ,4201665 ,4154823 ,4085761 ,3530678 ,2289334 ,1469492 ,837072 ,372839 ,93965 ,12305 
2103360 ,2209982 ,2215229 ,2206089 ,2303271 ,2366392 ,3161216 ,3519157 ,3250475 ,3551693 ,3859240 ,4079445 ,4220315 ,4044697 ,3689208 ,2479754 ,1532983 ,847398 ,393223 ,99634 ,13398 
2068657 ,2194237 ,2208479 ,2204748 ,2298453 ,2309967 ,3004003 ,3473648 ,3320622 ,3388415 ,3917214 ,3947206 ,4282832 ,3998045 ,3816307 ,2679403 ,1594860 ,874689 ,413234 ,105252 ,14621 
2027914 ,2174907 ,2202826 ,2201684 ,2265511 ,2317012 ,2834780 ,3399163 ,3399022 ,3267881 ,3930407 ,3831763 ,4305469 ,3990041 ,3894610 ,2880565 ,1664855 ,917830 ,426303 ,111399 ,15863 
1982188 ,2150733 ,2198082 ,2197820 ,2266463 ,2288719 ,2685694 ,3311803 ,3463611 ,3204526 ,3866281 ,3777812 ,4266233 ,4027335 ,3926473 ,3067862 ,1767465 ,971697 ,429547 ,117817 ,16973 
1933118 ,2120759 ,2193514 ,2194296 ,2271871 ,2288816 ,2515709 ,3221177 ,3498461 ,3199469 ,3728084 ,3797176 ,4175249 ,4084601 ,3920911 ,3236118 ,1911540 ,1024388 ,430441 ,124694 ,18094 
1882686 ,2088519 ,2183952 ,2189015 ,2241733 ,2333606 ,2356036 ,3126657 ,3493573 ,3242038 ,3553422 ,3858623 ,4055720 ,4152214 ,3885983 ,3388011 ,2077149 ,1071795 ,438756 ,132229 ,19234 
1832886 ,2053936 ,2168125 ,2182022 ,2240407 ,2328612 ,2300303 ,2971215 ,3448672 ,3312271 ,3390647 ,3917773 ,3926185 ,4216523 ,3845752 ,3510501 ,2249646 ,1119394 ,457006 ,139274 ,20368 
1785533 ,2013369 ,2148781 ,2176118 ,2237342 ,2295241 ,2307862 ,2803916 ,3375019 ,3390809 ,3270649 ,3932109 ,3813396 ,4241581 ,3843214 ,3587833 ,2423749 ,1174765 ,483650 ,143705 ,21603 
1742137 ,1967857 ,2124667 ,2171123 ,2233492 ,2295847 ,2279602 ,2656511 ,3288562 ,3455670 ,3207774 ,3868925 ,3761706 ,4205568 ,3884617 ,3622394 ,2587305 ,1255283 ,514757 ,144671 ,22933 
1703665 ,1919037 ,2094826 ,2166305 ,2229971 ,2301138 ,2279346 ,2488393 ,3198800 ,3490939 ,3203209 ,3731545 ,3782854 ,4118318 ,3945081 ,3622876 ,2736475 ,1365332 ,543796 ,145100 ,24346 
1670503 ,1868871 ,2062748 ,2156564 ,2224650 ,2270547 ,2324084 ,2330410 ,3105135 ,3486587 ,3246332 ,3557667 ,3845870 ,4002888 ,4015036 ,3596790 ,2872763 ,1489894 ,570792 ,149054 ,25869 
1642579 ,1819340 ,2028371 ,2140662 ,2217574 ,2269057 ,2318917 ,2275270 ,2951073 ,3442275 ,3317172 ,3395651 ,3906404 ,3877546 ,4081061 ,3566105 ,2983829 ,1619012 ,599372 ,157182 ,27324 
1619529 ,1772247 ,1988101 ,2121313 ,2211601 ,2265812 ,2285752 ,2282726 ,2785187 ,3369242 ,3396329 ,3276344 ,3921955 ,3768700 ,4108772 ,3571079 ,3056062 ,1749127 ,633457 ,168067 ,28222 
1600735 ,1729089 ,1942960 ,2097259 ,2206558 ,2261773 ,2286212 ,2254736 ,2638908 ,3283342 ,3461817 ,3214110 ,3859968 ,3719992 ,4076716 ,3616219 ,3090117 ,1871593 ,682044 ,179556 ,28458 
1585486 ,1690826 ,1894573 ,2067538 ,2201709 ,2258041 ,2291331 ,2254517 ,2472034 ,3194118 ,3497795 ,3210296 ,3724060 ,3743503 ,3995418 ,3679775 ,3096840 ,1986313 ,747294 ,190002 ,28742 
1573126 ,1657836 ,1844872 ,2035614 ,2191934 ,2252504 ,2261022 ,2298814 ,2315077 ,3100962 ,3494103 ,3254311 ,3551791 ,3808289 ,3886864 ,3751369 ,3082070 ,2092784 ,819448 ,199817 ,29848 
1563051 ,1630052 ,1795811 ,2001462 ,2175912 ,2245205 ,2259524 ,2293731 ,2260311 ,2947556 ,3450338 ,3326111 ,3391329 ,3870249 ,3768648 ,3818190 ,3064664 ,2181320 ,894175 ,211279 ,31874 
1554714 ,1607107 ,1749170 ,1961508 ,2156319 ,2239033 ,2256263 ,2260911 ,2267722 ,2782279 ,3377762 ,3406244 ,3273456 ,3887298 ,3666810 ,3849090 ,3078866 ,2239244 ,968503 ,224850 ,34136 
1547654 ,1588391 ,1706425 ,1916758 ,2131899 ,2233799 ,2252195 ,2261403 ,2239992 ,2636459 ,3292256 ,3472697 ,3212516 ,3827395 ,3623752 ,3824184 ,3129015 ,2270319 ,1040530 ,244511 ,36274 
1541480 ,1573192 ,1668525 ,1868817 ,2101723 ,2228762 ,2248426 ,2266525 ,2239940 ,2470003 ,3203341 ,3509590 ,3209899 ,3694148 ,3650680 ,3752571 ,3194130 ,2281857 ,1109410 ,270131 ,38125 
1535842 ,1560862 ,1635835 ,1819590 ,2069365 ,2218722 ,2242874 ,2236526 ,2284053 ,2313271 ,3110400 ,3506600 ,3254969 ,3524788 ,3717250 ,3655025 ,3264294 ,2278968 ,1174082 ,297733 ,40101 
1530461 ,1550801 ,1608287 ,1771009 ,2034744 ,2202355 ,2235589 ,2235056 ,2279143 ,2258666 ,2957056 ,3463420 ,3327858 ,3367292 ,3780568 ,3549046 ,3328987 ,2275663 ,1228097 ,326269 ,42669 
1525072 ,1542467 ,1585521 ,1724819 ,1994216 ,2182364 ,2229430 ,2231840 ,2246554 ,2266160 ,2791713 ,3391298 ,3409061 ,3251982 ,3799200 ,3458537 ,3361245 ,2296565 ,1263449 ,354491 ,45811 
1519393 ,1535399 ,1566933 ,1682477 ,1948793 ,2157518 ,2224198 ,2227831 ,2247149 ,2238607 ,2645771 ,3306115 ,3476498 ,3193051 ,3742280 ,3423872 ,3344831 ,2345115 ,1283392 ,381695 ,50045 
1513153 ,1529212 ,1551819 ,1644922 ,1900105 ,2126868 ,2219161 ,2224122 ,2252382 ,2238799 ,2479080 ,3217463 ,3514382 ,3192098 ,3614070 ,3455687 ,3288156 ,2404939 ,1294254 ,408682 ,55417 
1506088 ,1523563 ,1539538 ,1612508 ,1850090 ,2093997 ,2209083 ,2218653 ,2222596 ,2283076 ,2322029 ,3124747 ,3512353 ,3238552 ,3450900 ,3524509 ,3209328 ,2467376 ,1298576 ,434276 ,61001 
1497896 ,1518165 ,1529499 ,1585170 ,1800706 ,2058828 ,2192670 ,2211455 ,2221206 ,2278362 ,2267434 ,2971189 ,3469922 ,3312434 ,3299190 ,3588433 ,3123076 ,2522795 ,1304000 ,455647 ,66719 
1488275 ,1512763 ,1521166 ,1562557 ,1753735 ,2017690 ,2172699 ,2205380 ,2218101 ,2245893 ,2275181 ,2805541 ,3398533 ,3394553 ,3188878 ,3608880 ,3051749 ,2553407 ,1325127 ,469356 ,72387 
1477013 ,1507073 ,1514086 ,1544069 ,1710666 ,1971607 ,2147921 ,2200215 ,2214195 ,2246669 ,2247773 ,2659312 ,3313978 ,3462896 ,3133534 ,3556948 ,3030441 ,2546422 ,1362007 ,477455 ,78276 
1463949 ,1500833 ,1507874 ,1529010 ,1672453 ,1922234 ,2117372 ,2195240 ,2210588 ,2252080 ,2248223 ,2492148 ,3225827 ,3501650 ,3134779 ,3437226 ,3067420 ,2508453 ,1404864 ,482869 ,84283 
